sistema;num_cicloe;calle_prin;calle_secu;colonia;alcaldia;latitud;longitud;sitio_de_e;estatus
Ecobici;1;Rio Sena;Rio Balsas;Cuauhtemoc;Cuauhtemoc;194.335.895;-991.678.193;Arroyo;Instalada
Ecobici;2;Rio Guadalquivir;Rio Nazas;Cuauhtemoc;Cuauhtemoc;1.943.062.276;-9.917.123.066;Arroyo;Instalada
Ecobici;3;Av. Paseo de la Reforma;Av. Insurgentes;Tabacalera;Cuauhtemoc;1.943.163;-99.158.547;Banqueta;Instalada
Ecobici;4;Rio  Nilo;Rio Panuco;Cuauhtemoc;Cuauhtemoc;19.428.491;-99.171.693;Arroyo;Instalada
Ecobici;5;Rio Panuco;Rio Tiber;Cuauhtemoc;Cuauhtemoc;19.429.804;-99.169.451;Arroyo;Instalada
Ecobici;6;Rio Panuco;Rio Sena;Cuauhtemoc;Cuauhtemoc;19.430.963;-99.166.986;Arroyo;Instalada
Ecobici;7;Rio  Elba;Rio Lerma;Cuauhtemoc;Cuauhtemoc;19.425.355;-9.917.515;Arroyo;Instalada
Ecobici;8;Av. Paseo de la Reforma;General Prim;Tabacalera;Cuauhtemoc;19.431.256;-99.158.153;Banqueta;Instalada
Ecobici;9;Rio Guadalquivir;Rio Lerma;Cuauhtemoc;Cuauhtemoc;19.428.184;-99.170.013;Arroyo;Instalada
Ecobici;10;Av. Paseo de la Reforma;Ramirez;Tabacalera;Cuauhtemoc;19.433.431;-99.155.142;Banqueta;Instalada
Ecobici;11;Rio Amazonas;Rio Lerma;Cuauhtemoc;Cuauhtemoc;19.431.192;-99.163.546;Arroyo;Instalada
Ecobici;12;Rio Lerma;Calz. Manuel Villalongin;Cuauhtemoc;Cuauhtemoc;19.432.223;-99.161.686;Arroyo;Instalada
Ecobici;13;Av. Paseo de la Reforma;Rio Mississippi;Cuauhtemoc;Cuauhtemoc;19.424.941;-9.917.233;Banqueta;Instalada
Ecobici;14;Av. Paseo de la Reforma;Rio de la Plata;Cuauhtemoc;Cuauhtemoc;1.942.454;-99.173.247;Banqueta;Instalada
Ecobici;15;Av. Paseo de la Reforma;Rio Mississippi;Cuauhtemoc;Cuauhtemoc;19.425.597;-99.171.409;Banqueta;Instalada
Ecobici;16;Av. Paseo de la Reforma;Rio Tiber;Cuauhtemoc;Cuauhtemoc;194.267.528;-9.916.861.944;Banqueta;Instalada
Ecobici;17;Av. Paseo de la Reforma;Rio Tiber;Cuauhtemoc;Cuauhtemoc;19.427.553;-99.167.396;Banqueta;Instalada
Ecobici;18;Av. Paseo de la Reforma;Rio Rhin;Cuauhtemoc;Cuauhtemoc;19.428.802;-99.164.381;Banqueta;Instalada
Ecobici;19;Av. Paseo de la Reforma;Rio Rhin;Cuauhtemoc;Cuauhtemoc;19.429.453;-9.916.283;Banqueta;Instalada
Ecobici;20;Av. Paseo de la Reforma;Rio Tamesis;Cuauhtemoc;Cuauhtemoc;19.430.907;-99.160.148;Banqueta;Instalada
Ecobici;21;Av. Paseo de la Reforma;Dublin;Juarez;Cuauhtemoc;19.424.784;-99.172.119;Banqueta;Instalada
Ecobici;22;Av. Paseo de la Reforma;Manchester;Juarez;Cuauhtemoc;19.424.784;-99.172.119;Banqueta;Instalada
Ecobici;23;Av. Paseo de la Reforma;Praga;Juarez;Cuauhtemoc;1.942.528;-99.171.099;Banqueta;Instalada
Ecobici;24;Av. Paseo de la Reforma;Varsovia;Juarez;Cuauhtemoc;19.426.614;-99.168.078;Banqueta;Instalada
Ecobici;25;Av. Paseo de la Reforma;Estocolmo;Juarez;Cuauhtemoc;19.427.338;-9.916.672;Banqueta;Instalada
Ecobici;26;Av. Paseo de la Reforma;Versalles;Juarez;Cuauhtemoc;19.432.595;-99.154.995;Banqueta;Instalada
Ecobici;27;Av. Paseo de la Reforma;Havre;Juarez;Cuauhtemoc;1.942.916;-99.162.703;Banqueta;Instalada
Ecobici;28;Toledo;Tokio;Juarez;Cuauhtemoc;19.423.664;-99.172.568;Arroyo;Instalada
Ecobici;29;Av. Paseo de la Reforma;Bucareli;Centro;Cuauhtemoc;19.434.944;-99.150.295;Banqueta;Instalada
Ecobici;30;Hamburgo;Genova;Juarez;Cuauhtemoc;19.426.384;-99.164.255;Arroyo;Instalada
Ecobici;31;Hamburgo;Av. Insurgentes;Juarez;Cuauhtemoc;19.427.937;-99.161.245;Arroyo;Instalada
Ecobici;32;Londres;Sevilla;Juarez;Cuauhtemoc;194.226.672;-991.699.751;Arroyo;Instalada
Ecobici;33;Londres;Florencia;Juarez;Cuauhtemoc;19.424.187;-99.166.497;Arroyo;Instalada
Ecobici;34;Liverpool;Genova;Juarez;Cuauhtemoc;19.424.584;-99.163.688;Arroyo;Instalada
Ecobici;35;Liverpool;Genova;Juarez;Cuauhtemoc;19.424.558;-99.163.518;Arroyo;Instalada
Ecobici;36;Puebla;Veracruz;Roma Norte;Cuauhtemoc;1.941.966;-9.917.588;Arroyo;Instalada
Ecobici;37;Guadalajara;Puebla;Roma Norte;Cuauhtemoc;194.204.398;-991.727.208;Arroyo;Instalada
Ecobici;38;Cozumel;Puebla;Roma Norte;Cuauhtemoc;194.208.433;-991.713.729;Arroyo;Instalada
Ecobici;39;Puebla;Medellin;Roma Norte;Cuauhtemoc;19.421.762;-99.166.931;Arroyo;Instalada
Ecobici;40;Oaxaca;Puebla;Roma Norte;Cuauhtemoc;19.422.379;-99.164.137;Banqueta;Instalada
Ecobici;41;Av. Paseo de la Reforma;Av. de la Republica;Tabacalera;Cuauhtemoc;1.943.542;-99.150.317;Banqueta;Instalada
Ecobici;42;Sinaloa;Valladolid;Roma Norte;Cuauhtemoc;19.420.627;-9.916.821;Arroyo;Instalada
Ecobici;43;Juarez;Doctor Mora;Centro;Cuauhtemoc;194.351.365;-991.460.756;Banqueta;Instalada
Ecobici;44;Durango;Veracruz;Roma Norte;Cuauhtemoc;19.418.141;-99.174.709;Banqueta;Instalada
Ecobici;45;Durango;Sonora;Roma Norte;Cuauhtemoc;19.418.749;-99.171.942;Banqueta;Instalada
Ecobici;46;Durango;Salamanca;Roma Norte;Cuauhtemoc;1.941.919;-99.169.764;Arroyo;Instalada
Ecobici;47;Plaza Madrid;Medellin;Roma Norte;Cuauhtemoc;1.941.955;-99.166.214;Arroyo;Instalada
Ecobici;48;Independencia;Azueta;Centro;Cuauhtemoc;19.433.705;-99.146.665;Banqueta;Instalada
Ecobici;49;Mazatlan;Juan de la Barrera;Condesa;Cuauhtemoc;1.941.689;-9.917.562;Banqueta;Instalada
Ecobici;50;Cuernavaca;Veracruz;Condesa;Cuauhtemoc;19.416.886;-99.173.591;Arroyo;Instalada
Ecobici;51;Colima;Oaxaca;Roma Norte;Cuauhtemoc;19.418.031;-99.168.435;Arroyo;Instalada
Ecobici;52;Hidalgo;Trujano;Centro;Cuauhtemoc;19.436.208;-99.141.931;Banqueta;Instalada
Ecobici;53;Fernando Montes de Oca;Tula;Condesa;Cuauhtemoc;194.148.233;-991.783.527;Arroyo;Instalada
Ecobici;54;Parque España;Sonora;Condesa;Cuauhtemoc;19.416.163;-99.170.795;Arroyo;Instalada
Ecobici;55;5 de Mayo;Simon Bolivar;Centro;Cuauhtemoc;19.434.514;-99.138.068;Banqueta;Instalada
Ecobici;56;Alvaro Obregon;Medellin;Roma Norte;Cuauhtemoc;19.417.102;-99.165.607;Banqueta;Instalada
Ecobici;57;Cuernavaca;Juan Escutia;Condesa;Cuauhtemoc;19.414.968;-99.174.766;Arroyo;Instalada
Ecobici;58;Parque España;Juan de la Barrera;Condesa;Cuauhtemoc;19.415.358;-99.171.902;Banqueta;Instalada
Ecobici;59;Popocatepetl;Amsterdam;Hipodromo;Cuauhtemoc;19.415.237;-9.916.659;Arroyo;Instalada
Ecobici;60;Mazatlan;Fernando Montes de Oca;Condesa;Cuauhtemoc;19.414.119;-99.177.214;Banqueta;Instalada
Ecobici;61;Avenida Mexico;Sonora;Hipodromo;Cuauhtemoc;19.413.789;-99.169.427;Arroyo;Instalada
Ecobici;62;Fernando Montes de Oca;Amatlan;Condesa;Cuauhtemoc;19.413.314;-99.175.225;Arroyo;Instalada
Ecobici;63;Nuevo Leon;Laredo;Hipodromo;Cuauhtemoc;1.941.299;-99.171.675;Banqueta;Instalada
Ecobici;64;Sonora;Amsterdam;Hipodromo;Cuauhtemoc;19.412.982;-99.166.936;Arroyo;Instalada
Ecobici;65;Marconi;Tacuba;Centro;Cuauhtemoc;19.436.522;-99.139.811;Arroyo;Instalada
Ecobici;66;Mazatlan;Francisco Marquez;Condesa;Cuauhtemoc;19.411.825;-99.178.456;Banqueta;Instalada
Ecobici;67;Vicente Suarez;Michoacan;Condesa;Cuauhtemoc;19.411.703;-99.175.753;Arroyo;Instalada
Ecobici;68;Tamaulipas;Michoacan;Condesa;Cuauhtemoc;19.411.771;-99.173.783;Banqueta;Instalada
Ecobici;69;Michoacan;Amsterdam;Hipodromo;Cuauhtemoc;19.410.797;-99.168.143;Arroyo;Instalada
Ecobici;70;Parque Mexico;Michoacan;Hipodromo;Cuauhtemoc;1.941.128;-99.169.825;Arroyo;Instalada
Ecobici;71;Amsterdam;Michoacan;Hipodromo;Cuauhtemoc;19.411.361;-99.171.271;Arroyo;Instalada
Ecobici;72;Mazatlan;Alfonso Reyes;Hipodromo Condesa;Cuauhtemoc;19.409.859;-99.179.565;Banqueta;Instalada
Ecobici;73;Campeche;Tamaulipas;Hipodromo Condesa;Cuauhtemoc;19.410.073;-99.175.542;Arroyo;Instalada
Ecobici;74;Nuevo Leon;Ozulama;Hipodromo;Cuauhtemoc;19.410.468;-99.172.802;Banqueta;Instalada
Ecobici;75;Alfonso Reyes;Atlixco;Hipodromo Condesa;Cuauhtemoc;19.408.676;-99.176.759;Banqueta;Instalada
Ecobici;76;Chilpancingo;Campeche;Hipodromo;Cuauhtemoc;194.086.886;-99.169.938;Arroyo;Instalada
Ecobici;77;Choapan;Tamaulipas;Hipodromo;Cuauhtemoc;19.406.745;-99.178.272;Arroyo;Instalada
Ecobici;78;Benjamin Hill;Tamaulipas;Hipodromo;Cuauhtemoc;19.407.512;-99.177.361;Arroyo;Instalada
Ecobici;79;Saltillo;Alfonso Reyes;Hipodromo;Cuauhtemoc;19.407.479;-99.174.403;Banqueta;Instalada
Ecobici;80;Nuevo Leon;Aguascalientes;Hipodromo;Cuauhtemoc;19.407.233;-99.172.131;Banqueta;Instalada
Ecobici;81;Aguascalientes;Av. Insurgentes;Hipodromo;Cuauhtemoc;19.407.927;-99.168.734;Arroyo;Instalada
Ecobici;82;Independencia;Jose Maria Marroqui;Centro;Cuauhtemoc;19.433.344;-9.914.404;Banqueta;Instalada
Ecobici;83;Alfonso Reyes;Nuevo León;Hipodromo;Cuauhtemoc;1.940.655;-99.172.275;Arroyo;Instalada
Ecobici;84;Chilpancingo;Tlaxcala;Hipodromo;Cuauhtemoc;19.406.872;-99.169.572;Arroyo;Instalada
Ecobici;85;Jose Rosas Moreno;James Sullivan;San Rafael;Cuauhtemoc;19.434.081;-99.162.434;Arroyo;Instalada
Ecobici;86;Sullivan;Av. Insurgentes;San Rafael;Cuauhtemoc;19.432.452;-9.915.924;Banqueta;Instalada
Ecobici;87;Gante;Venustiano Carranza;Centro;Cuauhtemoc;19.432.024;-99.139.705;Banqueta;Instalada
Ecobici;88;2da cerrada de 5 de mayo;Palma;Centro;Cuauhtemoc;19.433.757;-99.135.331;Banqueta;Instalada
Ecobici;89;Republica de Guatemala;Monte de Piedad;Centro;Cuauhtemoc;19.434.962;-99.133.729;Banqueta;Instalada
Ecobici;90;Jose Maria Pino Suarez;Corregidora;Centro;Cuauhtemoc;1.943.144;-99.132.513;Banqueta;Instalada
Ecobici;91;Republica de Cuba;Allende;Centro;Cuauhtemoc;194.374;-99.137.571;Arroyo;Instalada
Ecobici;92;San Ildefonso;Republica de Argentina;Centro;Cuauhtemoc;19.436.531;-99.131.497;Banqueta;Instalada
Ecobici;93;Palma Norte;Republica de Cuba;Centro;Cuauhtemoc;19.436.741;-99.134.811;Arroyo;Instalada
Ecobici;94;Lic. Primo de Verdad;Moneda;Centro;Cuauhtemoc;19.433.766;-99.130.918;Arroyo;Instalada
Ecobici;95;20 de Noviembre;Venustiano Carranza;Centro;Cuauhtemoc;19.430.722;-99.133.698;Banqueta;Instalada
Ecobici;96;Lopez;Ayuntamiento;Centro;Cuauhtemoc;19.430.625;-9.914.248;Arroyo;Instalada
Ecobici;97;Republica de Salvador;Jose Maria Pino Suarez;Centro;Cuauhtemoc;19.429.189;-99.132.759;Camellón;Instalada
Ecobici;98;Emilio Donde;Av. Balderas;Centro;Cuauhtemoc;19.430.267;-9.914.861;Arroyo;Instalada
Ecobici;99;Ernesto Pugibet;Luis Moya;Centro;Cuauhtemoc;19.429.947;-9.914.591;Arroyo;Instalada
Ecobici;100;20 de Noviembre;Mesones;Centro;Cuauhtemoc;19.428.485;-991.338;Banqueta;Instalada
Ecobici;102;Echeveste;Simon Bolivar;Centro;Cuauhtemoc;19.428.214;-99.139.494;Banqueta;Instalada
Ecobici;103;Joaquin Velazquez de Leon;Garcia Icazbalceta;San Rafael;Cuauhtemoc;19.441.533;-99.165.268;Arroyo;Instalada
Ecobici;104;San Jeronimo;Isabel la Catolica;Centro;Cuauhtemoc;19.427.059;-99.137.116;Banqueta;Instalada
Ecobici;105;San Jeronimo;5 de Febrero;Centro;Cuauhtemoc;19.426.755;-99.135.014;Arroyo;Instalada
Ecobici;106;San Jeronimo;Jose Maria Pino Suarez;Centro;Cuauhtemoc;1.942.649;-99.133.537;Banqueta;Instalada
Ecobici;109;Nezahualcoyotl;Isabel la Catolica;Centro;Cuauhtemoc;19.425.311;-99.137.421;Arroyo;Instalada
Ecobici;110;Doctor Valenzuela;Av. Dr. Rio de la Loza;Doctores;Cuauhtemoc;19.425.126;-99.143.391;Arroyo;Instalada
Ecobici;111;Guillermo Prieto;Joaquin Velazquez de Leon;San Rafael;Cuauhtemoc;19.438.197;-99.165.918;Arroyo;Instalada
Ecobici;112;Av. Morelos;Abraham Gonzalez;Juarez;Cuauhtemoc;19.432.819;-99.151.734;Banqueta;Instalada
Ecobici;113;General Prim;Versalles;Juarez;Cuauhtemoc;19.430.369;-99.154.419;Arroyo;Instalada
Ecobici;114;Lucerna;Abraham Gonzalez;Juarez;Cuauhtemoc;19.428.989;-99.153.618;Arroyo;Instalada
Ecobici;115;Roma;Dinamarca;Juarez;Cuauhtemoc;19.429.947;-99.159.698;Arroyo;Instalada
Ecobici;116;Londres;Roma;Juarez;Cuauhtemoc;19.428.985;-9.915.664;Arroyo;Instalada
Ecobici;117;Londres;Napoles;Juarez;Cuauhtemoc;19.427.132;-99.160.369;Arroyo;Instalada
Ecobici;118;Liverpool;Dinamarca;Juarez;Cuauhtemoc;19.427.114;-99.158.251;Arroyo;Instalada
Ecobici;119;Turin;Abraham Gonzalez;Juarez;Cuauhtemoc;19.426.785;-99.155.535;Arroyo;Instalada
Ecobici;120;Marsella;Napoles;Juarez;Cuauhtemoc;19.425.437;-99.159.458;Arroyo;Instalada
Ecobici;121;Niza;Chapultepec;Juarez;Cuauhtemoc;19.424.137;-99.161.317;Arroyo;Instalada
Ecobici;122;Jose Maria Vertiz;Av. Dr. Rio de la Loza;Doctores;Cuauhtemoc;19.425.502;-99.146.337;Arroyo;Instalada
Ecobici;123;Claudio Bernard;Doctor Lavista;Doctores;Cuauhtemoc;19.424.161;-99.153.117;Arroyo;Instalada
Ecobici;124;Claudio Bernard;Doctor Liceaga;Doctores;Cuauhtemoc;19.422.392;-99.150.358;Arroyo;Instalada
Ecobici;125;Morelia;Circular de Morelia;Roma Norte;Cuauhtemoc;19.424.197;-99.156.127;Arroyo;Instalada
Ecobici;126;Jalapa;Puebla;Roma Norte;Cuauhtemoc;19.422.288;-99.162.138;Arroyo;Instalada
Ecobici;127;Puebla;Merida;Roma Norte;Cuauhtemoc;19.423.318;-9.915.833;Arroyo;Instalada
Ecobici;128;Orizaba;Rio de Janeiro;Roma Norte;Cuauhtemoc;19.422.148;-99.160.645;Arroyo;Instalada
Ecobici;129;Tonala;Durango;Roma Norte;Cuauhtemoc;194.206;-99.163.312;Arroyo;Instalada
Ecobici;130;Merida;Durango;Roma Norte;Cuauhtemoc;19.421.576;-99.158.015;Arroyo;Instalada
Ecobici;131;Colima;Jalapa;Roma Norte;Cuauhtemoc;19.419.579;-99.161.314;Arroyo;Instalada
Ecobici;132;Colima;Frontera;Roma Norte;Cuauhtemoc;19.420.667;-9.915.645;Arroyo;Instalada
Ecobici;133;Colima;Morelia;Roma Norte;Cuauhtemoc;19.421.138;-99.154.725;Arroyo;Instalada
Ecobici;134;Alvaro Obregon;Orizaba;Roma Norte;Cuauhtemoc;19.418.304;-9.915.956;Camellón;Instalada
Ecobici;135;Alvaro Obregon;Morelia;Roma Norte;Cuauhtemoc;19.419.225;-99.155.099;Camellón;Instalada
Ecobici;136;Alvaro Obregon;Tonala;Roma Norte;Cuauhtemoc;19.417.715;-99.162.729;Camellón;Instalada
Ecobici;137;Alvaro Obregon;Merida;Roma Norte;Cuauhtemoc;19.418.774;-99.157.081;Camellón;Instalada
Ecobici;138;Guanajuato;Frontera;Roma Norte;Cuauhtemoc;19.417.702;-99.155.313;Arroyo;Instalada
Ecobici;139;Tonala;Guanajuato;Roma Norte;Cuauhtemoc;19.416.128;-99.162.097;Arroyo;Instalada
Ecobici;140;Merida;Zacatecas;Roma Norte;Cuauhtemoc;19.416.596;-99.156.879;Arroyo;Instalada
Ecobici;141;Zacatecas;Luis Cabrera;Roma Norte;Cuauhtemoc;19.415.905;-9.915.954;Arroyo;Instalada
Ecobici;142;San Luis Potosi;Eje 2 Pte. Monterrey;Roma Norte;Cuauhtemoc;19.413.232;-99.164.121;Arroyo;Instalada
Ecobici;143;Cordoba;San Luis Potosi;Roma Norte;Cuauhtemoc;19.414.303;-99.157.542;Arroyo;Instalada
Ecobici;144;Frontera;San Luis Potosi;Roma Norte;Cuauhtemoc;19.415.192;-99.154.837;Arroyo;Instalada
Ecobici;145;Yucatan;Chiapas;Roma Norte;Cuauhtemoc;1.941.286;-99.160.661;Arroyo;Instalada
Ecobici;146;Coahuila;Manzanillo;Roma Norte;Cuauhtemoc;19.410.737;-99.165.716;Arroyo;Instalada
Ecobici;147;Coahuila;Orizaba;Roma Norte;Cuauhtemoc;19.412.182;-99.158.443;Arroyo;Instalada
Ecobici;148;Coahuila;Av. Cuauhtemoc;Roma Norte;Cuauhtemoc;19.412.829;-99.155.116;Arroyo;Instalada
Ecobici;149;Merida;Antonio M. Anza;Roma Sur;Cuauhtemoc;1.941.199;-99.155.699;Arroyo;Instalada
Ecobici;150;Campeche;Medellin;Roma Sur;Cuauhtemoc;19.409.894;-99.164.288;Arroyo;Instalada
Ecobici;151;Campeche;Tonala;Roma Sur;Cuauhtemoc;19.410.529;-99.160.873;Arroyo;Instalada
Ecobici;152;Tlacotalpan;Campeche;Roma Sur;Cuauhtemoc;19.409.098;-99.167.181;Arroyo;Instalada
Ecobici;153;Manzanillo;Tlaxcala;Roma Sur;Cuauhtemoc;19.407.468;-99.165.141;Arroyo;Instalada
Ecobici;154;Tuxpan;Tlaxcala;Roma Sur;Cuauhtemoc;19.406.683;-99.167.962;Arroyo;Instalada
Ecobici;155;Jalapa;Tlaxcala;Roma Sur;Cuauhtemoc;19.408.218;-99.159.911;Arroyo;Instalada
Ecobici;156;Tepic;Ario;Roma Sur;Cuauhtemoc;19.406.959;-99.163.021;Arroyo;Instalada
Ecobici;157;Tepic;Tlacotalpan;Roma Sur;Cuauhtemoc;19.406.236;-99.166.616;Arroyo;Instalada
Ecobici;160;Alfonso Herrera;Gabino Barreda;San Rafael;Cuauhtemoc;19.440.252;-99.163.455;Arroyo;Instalada
Ecobici;161;Quintana Roo;Manzanillo;Roma Sur;Cuauhtemoc;19.405.533;-99.164.913;Arroyo;Instalada
Ecobici;162;Tehuantepec;Medellin;Roma Sur;Cuauhtemoc;19.404.907;-99.162.485;Arroyo;Instalada
Ecobici;163;Toluca;Bajio;Roma Sur;Cuauhtemoc;19.405.246;-9.915.643;Arroyo;Instalada
Ecobici;164;Bajio;Tlacotalpan;Roma Sur;Cuauhtemoc;19.403.204;-9.916.596;Arroyo;Instalada
Ecobici;165;Bajio;Eje 2 Pte. Monterrey;Roma Sur;Cuauhtemoc;19.404.268;-99.160.503;Arroyo;Instalada
Ecobici;166;Progreso;Cda. Antonio Maceo;Escandon;Miguel Hidalgo;19.406.069;-99.183.549;Arroyo;Instalada
Ecobici;167;General Salvador Alvarado;Progreso;Escandon;Miguel Hidalgo;19.404.651;-99.179.375;Arroyo;Instalada
Ecobici;168;Comercio;Progreso;Escandon;Miguel Hidalgo;19.403.997;-991.776;Arroyo;Instalada
Ecobici;169;Prosperidad;Progreso;Escandon;Miguel Hidalgo;19.403.019;-99.174.934;Arroyo;Instalada
Ecobici;170;Observatorio Oriente;Av. Revolucion;Escandon;Miguel Hidalgo;19.404.029;-99.184.342;Arroyo;Instalada
Ecobici;171;Comercio;Jose Marti;Escandon;Miguel Hidalgo;194.025.195;-991.781.595;Arroyo;Instalada
Ecobici;172;General Francisco Murguia;Jose Marti;Escandon;Miguel Hidalgo;194.034.757;-991.817.166;Arroyo;Instalada
Ecobici;173;Mineria;Jose Marti;Escandon;Miguel Hidalgo;19.401.682;-99.176.398;Arroyo;Instalada
Ecobici;174;Joaquin Garcia Icazbalceta;Ignacio Manuel Altamirano;San Rafael;Cuauhtemoc;19.441.114;-99.161.636;Arroyo;Instalada
Ecobici;175;Mutualismo;Jose Marti;Escandon;Miguel Hidalgo;19.400.767;-99.172.533;Arroyo;Instalada
Ecobici;176;Jesus Garcia;Luis Donaldo Colosio;Buenavista;Cuauhtemoc;19.442.717;-99.152.262;Arroyo;Instalada
Ecobici;177;Benjamin Hill;Carlos Zetina;Hipodromo Condesa;Cuauhtemoc;19.408.841;-99.181.692;Arroyo;Instalada
Ecobici;178;Tamaulipas;Francisco Murguia;Hipodromo Condesa;Cuauhtemoc;19.406.833;-99.180.457;Arroyo;Instalada
Ecobici;179;Nuevo Leon;Quintana Roo;Hipodromo;Cuauhtemoc;19.404.452;-99.171.438;Camellón;Instalada
Ecobici;180;Quintana Roo;Villahermosa;Hipodromo;Cuauhtemoc;19.404.554;-99.169.953;Arroyo;Instalada
Ecobici;181;Benjamin Franklin;Ometusco;Hipodromo;Cuauhtemoc;19.404.733;-99.174.461;Arroyo;Instalada
Ecobici;182;Progreso;Astronomos;Escandon;Miguel Hidalgo;1.940.198;-9.917.132;Arroyo;Instalada
Ecobici;183;Gabino Barreda;Guillermo Prieto;San Rafael;Cuauhtemoc;19.437.665;-99.164.018;Arroyo;Instalada
Ecobici;184;General Gomez Pedraza;Gobernador Tiburcio Montiel;San Miguel Chapultepec;Miguel Hidalgo;19.414.793;-99.185.083;Arroyo;Instalada
Ecobici;185;General Antonio Leon;General Pedro Antonio de los Santos;San Miguel Chapultepec;Miguel Hidalgo;19.412.776;-99.182.805;Arroyo;Instalada
Ecobici;186;Gobernador Gregorio V. Gelati;General Francisco Molinos del Campo;San Miguel Chapultepec;Miguel Hidalgo;19.412.455;-99.188.489;Arroyo;Instalada
